,Unnamed: 0,artist,title,train,test
10,10,André Hazes,’n Vriend,"jarenlang was jij mn gabber
als een broer hield ik van jou
ik zie je nog daar op de stoep staan
je stond te rillen van de kou
zonder huis en zonder centen
zelfs je vrouw ook die was je kwijt
ik zei kom zolang hier wonen
maar daarvan heb ik nu spijt

hielp ik je daarom uit de goot
was dan jouw vriendschap niet zo groot
hoe vaak lag jij daar in mn bed
zag jij nooit van je vriend aan de muur zijn trouwportret
ging er dan echt niets door je heen
ben jij zo hard en zo gemeen
maar alles is voorbij je nam haar weg van mij
het is jammer onze vriendschap is voorbij

nooit vroeg ik aan jou een stuiver
dat je meeat was gewoon
zelfs als je een keer wou stappen
gaf ik jou iets van mn loon
gaf je alles zelfs mn kleren
want een vriend die laat je niet staan
ben je alles dan vergeten
waarom deed je mij dit aan

hielp ik je daarom uit de goot
was dan jouw vriendschap niet zo groot
hoe vaak lag jij daar in mn bed
zag jij nooit van je vriend aan de muur zijn trouwportret
ging er dan echt niets door je heen
ben jij zo hard en zo gemeen
maar alles is voorbij je nam haar weg van mij
wat een vriend ja wat een vriend was jij voor mij
hielp ik je daarom uit de goot
was dan jouw vriendschap niet zo groot
hoe vaak lag jij daar in mn bed
zag jij nooit van je vriend aan de muur zijn trouwportret
ging er dan echt niets door je heen
ben jij zo hard en zo gemeen
maar alles is voorbij je nam haar weg van mij
wat een vriend ja wat een vriend was jij voor mij","jarenlang was jij mn gabber
als een broer hield ik van jou
ik zie je nog daar op de stoep staan
je stond te rillen van de kou
zonder huis en zonder centen
zelfs je vrouw ook die was je kwijt
ik zei kom zolang hier wonen
maar daarvan heb ik nu spijt

hielp ik je daarom uit de goot
was dan jouw vriendschap niet zo groot
hoe vaak lag jij daar in mn bed
zag jij nooit van je vriend aan de muur zijn trouwportret
ging er dan echt niets door je heen
ben jij zo hard en zo gemeen
maar alles is voorbij je nam haar weg van mij
het is jammer onze vriendschap is voorbij

nooit vroeg ik aan jou een stuiver
dat je meeat was gewoon
zelfs als je een keer wou stappen
gaf ik jou iets van mn loon
gaf je alles zelfs mn kleren
want een vriend die laat je niet staan
ben je alles dan vergeten
waarom deed je mij dit aan

hielp ik je daarom uit de goot
was dan jouw vriendschap niet zo groot
hoe vaak lag jij daar in mn bed
zag jij nooit van je vriend aan de muur zijn trouwportret
ging er dan echt niets door je heen
ben jij zo hard en zo gemeen
maar alles is voorbij je nam haar weg van mij"
11,11,André Hazes,Een Beetje Verliefd,"in een discotheek  zat ik van de week
en ik voelde mij daar zo alleen
t was er warm en drukik zat naast een lege kruk
ik verlangde zo naar jou hier aan mn zij
ja ik denk nog steeds hoe het was geweest
toen je naast me zat hier aan de bar
ik vroeg drink je mee dat vond jij oke
toen je proostend naar me keek werd ik zo week

een beetje verliefd
ik dacht een beetje verliefd
als ik wist wat jij toen dacht
had ik nooit op jou gewacht
als een kind zat ik te dromen
deze nacht ben jij voor mij
maar die droom ging snel voorbij
jij stond op en zei  hou mn plaatsje vrij
ik moet even weg maar ben zo terug
ach die kruk bleef leeg tot ik in de gaten kreeg
dat je wegging zonder mij  ik was nu alleen
","in een discotheek  zat ik van de week
en ik voelde mij daar zo alleen
t was er warm en drukik zat naast een lege kruk
ik verlangde zo naar jou hier aan mn zij
ja ik denk nog steeds hoe het was geweest
toen je naast me zat hier aan de bar
ik vroeg drink je mee dat vond jij oke
toen je proostend naar me keek werd ik zo week

een beetje verliefd
ik dacht een beetje verliefd
als ik wist wat jij toen dacht
had ik nooit op jou gewacht
als een kind zat ik te dromen
deze nacht ben jij voor mij
maar die droom ging snel voorbij
jij stond op en zei  hou mn plaatsje vrij"
12,12,André Hazes,Geef Mij Je Angst,"je zegt ik ben vrij
maar jij bedoelt ik ben zo eenzaam
je voelt je te gek zeg jij
maar ik zit niet te dromen
want die blikken in je ogen
zeggen alles tegen mij
ik voel me precies als jij
dus jij kan eerlijk zijn
je voelt je heel goed zeg jij
je mond begint te trillen
ik denk dat ik jou kan helpen
maar je moet zelf willen
elkaar nu een dienst bewijzen
dat is alles wat ik vraag
zet weg nu die angst ik wist het al
het is mn dag vandaag

geef mij nu je angst
ik geef je er hoop voor terug
geef mij nu de nacht
ik geef je de morgen terug
zolang ik je niet verlies
vind ik heus wel de weg met jou

kijk mij nu eens aan
nee zeg maar niets
je mag best zwijgen
het valt nu nog zwaar
maar ik weet dat ik jou kan krijgen
dit hoeft nooit meer te gebeuren
als je bij me blijft vannacht
want dan zal je zien
als jij straks wakker wordt
dat jij weer lacht

geef mij het gevoel
dat ik er weer bij hoor voortaan
ik ga met je mee
want ik laat je nu nooit meer gaan
geef mij nu je angst
ik geef je er hoop voor terug
geef mij nu de nacht
ik geef je de morgen terug

zolang ik je niet verlies
vind ik heus wel de weg met jou

geef mij het gevoel
dat ik er weer bij hoor voortaan
ik ga met je mee
want ik laat je nu nooit meer gaan
geef mij nu je angst
ik geef je er hoop voor terug
geef mij nu de nacht
ik geef je de morgen terug

zolang ik je niet verlies
vind ik heus wel de weg met jou

met jou
met jou
met jou","je zegt ik ben vrij
maar jij bedoelt ik ben zo eenzaam
je voelt je te gek zeg jij
maar ik zit niet te dromen
want die blikken in je ogen
zeggen alles tegen mij
ik voel me precies als jij
dus jij kan eerlijk zijn
je voelt je heel goed zeg jij
je mond begint te trillen
ik denk dat ik jou kan helpen
maar je moet zelf willen
elkaar nu een dienst bewijzen
dat is alles wat ik vraag
zet weg nu die angst ik wist het al
het is mn dag vandaag

geef mij nu je angst
ik geef je er hoop voor terug
geef mij nu de nacht
ik geef je de morgen terug
zolang ik je niet verlies
vind ik heus wel de weg met jou

kijk mij nu eens aan
nee zeg maar niets
je mag best zwijgen
het valt nu nog zwaar
maar ik weet dat ik jou kan krijgen
dit hoeft nooit meer te gebeuren
als je bij me blijft vannacht
want dan zal je zien
als jij straks wakker wordt
dat jij weer lacht

geef mij het gevoel
dat ik er weer bij hoor voortaan
ik ga met je mee
want ik laat je nu nooit meer gaan
geef mij nu je angst
ik geef je er hoop voor terug
geef mij nu de nacht
ik geef je de morgen terug

zolang ik je niet verlies
vind ik heus wel de weg met jou

geef mij het gevoel
dat ik er weer bij hoor voortaan"
13,13,André Hazes,Ik meen ’t,"slaap je al ik wilde nog wat kwijt
ik moet je zeggen dat ik van je hou
en ik meen t
want alleen is maar alleen

kom en rook met mij een sigaret
blijf jij maar even liggen in je bed
wat ik zeggen wil is kort maar ik meen t
ik ben zo blij dat jij hier bent

ik was al jaren vrijgezel
zat dan alleen in een hotel
want ik wist niet wat t was om verliefd te zijn
wat moet ik nu zonder jou beginnen
kus me en zeg dat je van me houdt
ik wilde zilver maar ik heb nu goud
als jij naar mij kijkt word ik al week o ik meen t
wat moet ik nu nog zonder jou

je ogen zeggen zoveel tegen mij
als jij ze opent maak je mij zo blij
ik moet je zeggen dat ik van je hou en dat meen ik
o wat moet ik zonder jou

rook met mij een sigaret
blijf jij maar even liggen in je bed
wat ik zeggen wil is kort maar ik meen t
ik ben zo blij dat jij hier bent he

je ogen zeggen zoveel tegen mij
als jij ze opent maak je mij zo blij
ik moet je zeggen dat ik van je hou en dat meen ik
o wat moet ik zonder jou

lalala","slaap je al ik wilde nog wat kwijt
ik moet je zeggen dat ik van je hou
en ik meen t
want alleen is maar alleen

kom en rook met mij een sigaret
blijf jij maar even liggen in je bed
wat ik zeggen wil is kort maar ik meen t
ik ben zo blij dat jij hier bent

ik was al jaren vrijgezel
zat dan alleen in een hotel
want ik wist niet wat t was om verliefd te zijn
wat moet ik nu zonder jou beginnen
kus me en zeg dat je van me houdt
ik wilde zilver maar ik heb nu goud
als jij naar mij kijkt word ik al week o ik meen t
wat moet ik nu nog zonder jou

je ogen zeggen zoveel tegen mij
als jij ze opent maak je mij zo blij
ik moet je zeggen dat ik van je hou en dat meen ik
o wat moet ik zonder jou

rook met mij een sigaret
blijf jij maar even liggen in je bed
wat ik zeggen wil is kort maar ik meen t
ik ben zo blij dat jij hier bent he"
14,14,André Hazes,’t Rode licht,"ik weet jij bent te huur
voor een klein bedrag per uur
ik zou je willen huren voor het leven
ze komen daar bij jou
voor wat aandacht van een vrouw
maar ik ben veel te trots om geld te geven
de nacht verandert iedereen
maar overdag ja dan zit je daar alleen

ik zie het rode licht
de gordijnen zijn gesloten voor mij
ik weet je ligt daar op je bed
met die kerels om je heen
ik voel dat ik moet lopen
want ik wil jou niet kopen
toch wacht ik nog heel even
op een glimp van jouw gezicht

ik zie ze geil daar staan
iedere avond voor je raam
lachend komen ze naar buiten
ze staan te kwijlen als een beest
waarom geef ik om jou
waarom sta ik in de kou
je moet weten dat ik huil
o als ze bij je zijn geweest
de nacht verandert iedereen
maar overdag ja dan zit je daar alleen

 ","ik weet jij bent te huur
voor een klein bedrag per uur
ik zou je willen huren voor het leven
ze komen daar bij jou
voor wat aandacht van een vrouw
maar ik ben veel te trots om geld te geven
de nacht verandert iedereen
maar overdag ja dan zit je daar alleen

ik zie het rode licht
de gordijnen zijn gesloten voor mij
ik weet je ligt daar op je bed
met die kerels om je heen
ik voel dat ik moet lopen
want ik wil jou niet kopen
toch wacht ik nog heel even
op een glimp van jouw gezicht

ik zie ze geil daar staan
iedere avond voor je raam
lachend komen ze naar buiten
ze staan te kwijlen als een beest
waarom geef ik om jou
waarom sta ik in de kou"
15,15,André Hazes,De Hoogste Tijd,"de castellijn schenkt nog wat in
en kijkt dan op zn klok
het is de hoogste tijd
iedereen drinkt snel zn glas leeg
de laatste wordt getapt
een jukebox liep plots leeg
het is de hoogste tijd wordt er geroepen uit de hoek
de borden liggen klaar
ach mag ik vanavond ploffen vraagt een mannen stem
betaal jij morgen maar
het is tijd de hoogste tijd
u wordt bedankt voor weer een avond gezelligheid
dag mevrouw dag meneer
u komt hier toch weer

er wordt aan de bel getrokken
de laatste is van mij
dan gaan we snel naar huis
nou vooruit de allelaatste
wie denkt er aan mij
ik heb toch ook een thuis
aan de tafel in de hoek daar zit een man alleen
en staart voor zich uit
straks wordt hij weer snel vergeten
hij denk waar kan ik heen
ik heb geen rooie duit

de kelner roept kom op nou mensen
ut is de hoogste tijd
ook ik heb m gezien
want zij weet hoe laat we sluiten
kom ik thuis te laat mag ik er niet meer in
nog un mop en even lach en dan is ut voorbij
de zaak die is nu leeg
lege flessen en wat pindas liggen op de grond
de jukebox liep plots leeg

lalalalalalalalaaah","de castellijn schenkt nog wat in
en kijkt dan op zn klok
het is de hoogste tijd
iedereen drinkt snel zn glas leeg
de laatste wordt getapt
een jukebox liep plots leeg
het is de hoogste tijd wordt er geroepen uit de hoek
de borden liggen klaar
ach mag ik vanavond ploffen vraagt een mannen stem
betaal jij morgen maar
het is tijd de hoogste tijd
u wordt bedankt voor weer een avond gezelligheid
dag mevrouw dag meneer
u komt hier toch weer

er wordt aan de bel getrokken
de laatste is van mij
dan gaan we snel naar huis
nou vooruit de allelaatste
wie denkt er aan mij
ik heb toch ook een thuis
aan de tafel in de hoek daar zit een man alleen
en staart voor zich uit
straks wordt hij weer snel vergeten
hij denk waar kan ik heen
ik heb geen rooie duit

de kelner roept kom op nou mensen
ut is de hoogste tijd
ook ik heb m gezien
want zij weet hoe laat we sluiten"
16,16,André Hazes,Eenzaam zonder jou,"het gaat je goed ik zal je missen dat was het laatste wat je zei
lief en leed deelde we samen is dat nu allemaal voorbij
vooral de nacht t is koud en donker valt me zwaarder dan ik dacht
om thuis te moeten komen als er niemand op je wacht

ik ben zo eenzaam zonder jou je moest eens weten hoeveel ik van je hou
waarom moest het zover komen wat is er over van die dromen
hebben wij niets meer met elkaar voor praten hadden wij geen tijd
is het nu te laat ben ik je kwijt krijg je niet uit mn gedachten
k hoor je stem nog hoe je lacht waarom is dit nu voorbij
ach we hadden heel veel ruzie niemand wou de minste zijn
we hebben allebei verloren al wat overblijft is de pijn

ik ben zo eenzaam zonder jou je moest eens weten hoeveel ik van je hou
waarom moest het zover komen wat is er over van die dromen
hebben wij niets meer met elkaar voor praten hadden wij geen tijd
is het nu te laat ben ik je kwijt krijg je niet uit mn gedachten
hoor je stem nog hoe je lacht waarom is dit nu voorbij

is dit voorbij","het gaat je goed ik zal je missen dat was het laatste wat je zei
lief en leed deelde we samen is dat nu allemaal voorbij
vooral de nacht t is koud en donker valt me zwaarder dan ik dacht
om thuis te moeten komen als er niemand op je wacht

ik ben zo eenzaam zonder jou je moest eens weten hoeveel ik van je hou
waarom moest het zover komen wat is er over van die dromen
hebben wij niets meer met elkaar voor praten hadden wij geen tijd
is het nu te laat ben ik je kwijt krijg je niet uit mn gedachten
k hoor je stem nog hoe je lacht waarom is dit nu voorbij
ach we hadden heel veel ruzie niemand wou de minste zijn
we hebben allebei verloren al wat overblijft is de pijn

ik ben zo eenzaam zonder jou je moest eens weten hoeveel ik van je hou
waarom moest het zover komen wat is er over van die dromen
hebben wij niets meer met elkaar voor praten hadden wij geen tijd"
17,17,André Hazes,Waarom,"waarom zeg mij waarom
ben ik alleen en altijd eenzaam
waarom zeg mij waarom
noemt niemand mij eens bij mn voornaam
ik heb ook nooit een vrouw
die mij eens helpt of met me uitgaat
waarom zeg mij waarom moet ik alleen staan
ach ja ik heb mn werk
verdien mn geld dat is mn leven
t is allemaal t is allemaal voor mij
maar ik zou zo graag iets willen geven
zolang ik dat niet kan
ben ik niet blij en blijf ook eenzaam
waarom zeg mij waarom moet ik alleen staan

ik zit hier alleen zonder vriendin
waar moet ik heen t heeft toch geen zin
ik zou zo graag geloof me toch
met jou willen praten dansen in de nacht
maar dat soort dromen komen nooit uit
k blijf altijd eenzaam

en toch heb ik nog hoop
want er is toch nog steeds een morgen
en als het geluk dan komt
dan zal ik altijd voor haar zorgen
en bouw dan een gezin
waar ik mijn leven mee kan slijten
oh kom breng mij geluk t liefste morgen

nou droom ik het weer ben ik verliefd
oh lieve schat zeg alsjeblieft
kom dicht bij mij geef me een zoen
ik houd van jou dat zal ik doen
maar dat soort dromen komen nooit uit
k blijf altijd eenzaam","waarom zeg mij waarom
ben ik alleen en altijd eenzaam
waarom zeg mij waarom
noemt niemand mij eens bij mn voornaam
ik heb ook nooit een vrouw
die mij eens helpt of met me uitgaat
waarom zeg mij waarom moet ik alleen staan
ach ja ik heb mn werk
verdien mn geld dat is mn leven
t is allemaal t is allemaal voor mij
maar ik zou zo graag iets willen geven
zolang ik dat niet kan
ben ik niet blij en blijf ook eenzaam
waarom zeg mij waarom moet ik alleen staan

ik zit hier alleen zonder vriendin
waar moet ik heen t heeft toch geen zin
ik zou zo graag geloof me toch
met jou willen praten dansen in de nacht
maar dat soort dromen komen nooit uit
k blijf altijd eenzaam

en toch heb ik nog hoop
want er is toch nog steeds een morgen
en als het geluk dan komt
dan zal ik altijd voor haar zorgen
en bouw dan een gezin
waar ik mijn leven mee kan slijten"
18,18,André Hazes,"Amor, amor, amor","ik kon je niet verstaan
maar ik las in je ogen
dat je iemand nodig had
je voelde je alleen

tussen ons zat zon groot verschil
je taal en je gewoonten
maar iets bleef me altijd bij
jouw liefde jouw liefde

ook al spreek ik dan je taal niet
een woord had ik goed begrepen
amor amor amor
amor amor amor
wat heb jij me aangedaan
mn hart ik voelde het open gaan

amor amor amor
amor amor amor
meer hoef ik niet te verstaan
nee ik laat je nooit meer gaan amore

ik rook nog n sigaret
en kijk hoe jij ligt te slapen
voor mij is alles nog zo vreemd
ik woonde hier te lang alleen

nu weet ik wat ik gemist heb
dat de liefde zo mooi kan zijn
het geluk wat ik nu heb gekregen
het is zoiets als zonneschijn

ik hoop dat je hier zult blijven
het alleen zijn dat is te verdrijven

amor amor amor
amor amor amor
wat heb jij me aangedaan
mn hart ik voelde het open gaan
amor amor amor
amor amor amor
meer hoef ik niet te verstaan
nee ik laat je nooit meer gaan

amor amor amor
amor amor amor
meer hoef ik niet te verstaan
nee ik laat je nooit meer gaan nee amore

amor amor amor
o amor amor amor
wat heb jij me aangedaan
mn hart ik voelde het open gaan

amor amor amor
amor amor amor
meer hoef ik niet te verstaan","ik kon je niet verstaan
maar ik las in je ogen
dat je iemand nodig had
je voelde je alleen

tussen ons zat zon groot verschil
je taal en je gewoonten
maar iets bleef me altijd bij
jouw liefde jouw liefde

ook al spreek ik dan je taal niet
een woord had ik goed begrepen
amor amor amor
amor amor amor
wat heb jij me aangedaan
mn hart ik voelde het open gaan

amor amor amor
amor amor amor
meer hoef ik niet te verstaan
nee ik laat je nooit meer gaan amore

ik rook nog n sigaret
en kijk hoe jij ligt te slapen
voor mij is alles nog zo vreemd
ik woonde hier te lang alleen

nu weet ik wat ik gemist heb
dat de liefde zo mooi kan zijn
het geluk wat ik nu heb gekregen
het is zoiets als zonneschijn

ik hoop dat je hier zult blijven
het alleen zijn dat is te verdrijven

amor amor amor
amor amor amor
wat heb jij me aangedaan
mn hart ik voelde het open gaan
amor amor amor
amor amor amor
meer hoef ik niet te verstaan
nee ik laat je nooit meer gaan

amor amor amor
amor amor amor"
19,19,André Hazes,Bedankt mijn vriend,"we hadden samen zoveel plannen vriend
de oogst was mooi voor jou en mij mn vriend
al ben je nu niet meer bij mij
voor altijd ben je aan mn zij
we konden lachen maar ook huilen vriend
jij deed voor mij wat ik niet kon mn vriend
ik heb het fijn met jou gehad
je hebt een plaats hier in mn hart
jij wordt nooit vergeten vriend
ja bedankt het was te kort dat vergeet ik niet
iedereen hield van jou dat stilt mijn verdriet
je bent nu enkel nog herinnering
zo is het leven maar het had toch zin
het is te gek om waar te zijn
jouw vriendschap overheerst mijn pijn
ik ben mn grootste fan nu kwijtgeraakt
wat ik nu ben ja dat heb jij gemaakt
nu is het echt koud zonder jou
maar weet dat ik veel van je hou
jij wordt nooit vergeten vriend
ja bedankt het was te kort dat vergeet ik niet
iedereen hield van jou dat stilt mijn verdriet
ja bedankt het was te kort dat vergeet ik niet
iedereen hield van jou dat stilt mijn verdriet
ja bedankt
ja bedankt het was te kort dat vergeet ik niet
iedereen hield van jou dat stilt mijn verdriet
ja bedankt het was te kort dat vergeet ik niet
iedereen hield van jou dat stilt mijn verdriet
ja bedankt
ja bedankt
ja bedankt","we hadden samen zoveel plannen vriend
de oogst was mooi voor jou en mij mn vriend
al ben je nu niet meer bij mij
voor altijd ben je aan mn zij
we konden lachen maar ook huilen vriend
jij deed voor mij wat ik niet kon mn vriend
ik heb het fijn met jou gehad
je hebt een plaats hier in mn hart
jij wordt nooit vergeten vriend
ja bedankt het was te kort dat vergeet ik niet
iedereen hield van jou dat stilt mijn verdriet
je bent nu enkel nog herinnering
zo is het leven maar het had toch zin
het is te gek om waar te zijn
jouw vriendschap overheerst mijn pijn
ik ben mn grootste fan nu kwijtgeraakt
wat ik nu ben ja dat heb jij gemaakt
nu is het echt koud zonder jou
maar weet dat ik veel van je hou
jij wordt nooit vergeten vriend
ja bedankt het was te kort dat vergeet ik niet
iedereen hield van jou dat stilt mijn verdriet
ja bedankt het was te kort dat vergeet ik niet
iedereen hield van jou dat stilt mijn verdriet
ja bedankt
ja bedankt het was te kort dat vergeet ik niet"
20,20,André Hazes,De glimlach van een kind,"jij bent zo wijs dat zegt een kind
jij bent zo grijs dat zegt een kind
jij bent getrouwd dat zegt een kind
jij bent al oud dat zegt een kind

dan denk ja een rimpel meer
je wordt al echt een ouwe heer
maar voor je denkt hoe moet het nou
pakt ze je hand en lacht naar jou

de glimlach van een kind
doet je beseffen dat je leeft
de glimlach van een kind
dat nog een leven voor zich heeft
dat leven is de moeite waard
met soms wel wat verdriet
maar met liefde geluk en plezier in het verschiet
de glimlach van een kind
dat met een trein speelt of een pop
zon glimlach maakt je blij
daar kan geen feest meer tegenop
wat geeft het of je ouder wordt
dat maakt toch niks meer uit
want je voelt je gelukkig
ook al heb je geen duit

lalala","jij bent zo wijs dat zegt een kind
jij bent zo grijs dat zegt een kind
jij bent getrouwd dat zegt een kind
jij bent al oud dat zegt een kind

dan denk ja een rimpel meer
je wordt al echt een ouwe heer
maar voor je denkt hoe moet het nou
pakt ze je hand en lacht naar jou

de glimlach van een kind
doet je beseffen dat je leeft
de glimlach van een kind
dat nog een leven voor zich heeft
dat leven is de moeite waard
met soms wel wat verdriet
maar met liefde geluk en plezier in het verschiet
de glimlach van een kind
dat met een trein speelt of een pop
zon glimlach maakt je blij
daar kan geen feest meer tegenop
wat geeft het of je ouder wordt"
21,21,André Hazes,Blijf bij mij,"zomaar een plein zomaar een bar
zomaar wat wijn zomaar in de war
zomaar jij die naast me zit
ach zomaar jij die ik zo aanbidt

dit zijn voor mij de allermooiste uren
dat kan voor mij niet lang genoeg gaan duren
niets zeggen maar alleen elkaar bekijken
ja echt dat is waar ik voor wil bezwijken
ik zou hier al mijn tijd voor willen geven
je kent me niet toch hoor je in mijn leven
het is misschien wel veel wat ik zou willen
alleen voor jou wil ik mijn tijd verspillen

blijf bij mij
het zou te mooi zijn als jij dit nu aan mij vroeg
ga niet weg
nee van jou krijg ik immers nooit genoeg
blijf bij mij
het zou te mooi zijn als jij dit nu aan mij vroeg
ga niet weg
nee van jou krijg ik immers nooit genoeg

ik weet niet eens je naam toch ben je bij me
ik ben nu een gedicht voor jou aan het rijmen
en elke dag zit ik op jou te wachten
van jou heb ik al slapeloze nachten

weet niets te zeggen
of uit te leggen
sluit ik mijn ogen
kom ik je tegen

dit zijn voor mij de allermooiste uren
dat kan voor mij niet lang genoeg gaan duren
niets zeggen maar alleen elkaar bekijken
ja echt dat is waar ik voor wil bezwijken
ik zou hier al mijn tijd voor willen geven
je kent me niet toch hoor je in mijn leven
het is misschien wel veel wat ik zou willen
alleen voor jou wil ik mijn tijd verspillen","zomaar een plein zomaar een bar
zomaar wat wijn zomaar in de war
zomaar jij die naast me zit
ach zomaar jij die ik zo aanbidt

dit zijn voor mij de allermooiste uren
dat kan voor mij niet lang genoeg gaan duren
niets zeggen maar alleen elkaar bekijken
ja echt dat is waar ik voor wil bezwijken
ik zou hier al mijn tijd voor willen geven
je kent me niet toch hoor je in mijn leven
het is misschien wel veel wat ik zou willen
alleen voor jou wil ik mijn tijd verspillen

blijf bij mij
het zou te mooi zijn als jij dit nu aan mij vroeg
ga niet weg
nee van jou krijg ik immers nooit genoeg
blijf bij mij
het zou te mooi zijn als jij dit nu aan mij vroeg
ga niet weg
nee van jou krijg ik immers nooit genoeg

ik weet niet eens je naam toch ben je bij me
ik ben nu een gedicht voor jou aan het rijmen
en elke dag zit ik op jou te wachten
van jou heb ik al slapeloze nachten

weet niets te zeggen
of uit te leggen
sluit ik mijn ogen
kom ik je tegen

"
